;file;font;fonteS;text
407;monHTML.html;Calibri-Bold;9.0;1990 - 1998
408;monHTML.html;Calibri-Bold;9.0;Ingénieur Informatique R&D puis chef de projet
409;monHTML.html;Calibri-BoldItalic;9.0;"TNI Software (Groupe Dassault) : CNES, Projet européen SACRES (SIEMENS, OFFIS, WEIZMAN INSTITUTE, 
SNECMA, BAE, INRIA, ILOGIX, TNI), France Telecom, SRTP, Thomson"
410;monHTML.html;Calibri;9.0;CV détaillé
411;monHTML.html;Calibri;9.0;Page
412;monHTML.html;Calibri-Bold;9.0;4
413;monHTML.html;Calibri;9.0;sur
414;monHTML.html;Calibri-Bold;9.0;5
415;monHTML.html;Calibri;9.0;Réalisation de logiciels sur étagère ainsi que de prototypes avancés
416;monHTML.html;Calibri;9.0;Conception d'un atelier logiciel de création / visualisation de données spatiales
417;monHTML.html;Calibri-Bold;9.0;Projet européen
418;monHTML.html;Calibri;9.0;"Esprit SACRES consistant à fournir une infrastructure de validation formelle des spécifications en langage 
synchrones (Signal, Lustre, Esterel)"
419;monHTML.html;Calibri;9.0;Projet Casamance : outil client/serveur d'analyse temps réel des anomalies et de supervision d’autocommutateurs
420;monHTML.html;Calibri;9.0;Spécification, ét
421;monHTML.html;Calibri;9.0;ude et réalisation d’un atelier de développement avancé pour les langages GDMO et ASN1
422;monHTML.html;Calibri;9.0;Outil de d'assemblage graphique de briques mathématiques Fortran
423;monHTML.html;Calibri;9.0;Environnement(s) technique(s) : Java, Smalltalk, C, C++, Ada, SADT, SART, HOOD, OMT, langages synchrone
424;monHTML.html;Calibri;9.0;s, Compilation, Sparc …
425;monHTML.html;Calibri-Bold;12.0;ARTICLES
426;monHTML.html;Calibri-Bold;9.0;L’approche Sacres pour les systèmes embarqués à sécurité critique
427;monHTML.html;Calibri-Bold;9.0;RTS97 conference
428;monHTML.html;Calibri-Bold;9.0;Embedded systems in Avionics and the Sacres approach
429;monHTML.html;Calibri-Bold;9.0;Safecomp 98 conference
430;monHTML.html;Calibri-Bold;9.0;Enhancing critical software development using hoora/hood and uml-rt
431;monHTML.html;Calibri-Bold;9.0;Dasia 99 conference
432;monHTML.html;Calibri-Bold;9.0;EPFC : outil de formalisation de processus methodlogiques
433;monHTML.html;Calibri-Bold;9.0;RAP : Rich application platform
434;monHTML.html;Calibri-Bold;9.0;GWT : Google Widget toolkit
435;monHTML.html;Calibri-Bold;9.0;OpenUp : présentation de la méthode
436;monHTML.html;Calibri-Bold;9.0;Blog
437;monHTML.html;Calibri-Bold;9.0;Industrialisation de l’IA
438;monHTML.html;Calibri-Bold;9.0;Livre blanc Prospective Technologies
439;monHTML.html;Calibri-Bold;9.0;Livre blanc IA et marketing
440;monHTML.html;Calibri-Bold;9.0;GEMS
441;monHTML.html;Calibri-Bold;9.0;GEMS
442;monHTML.html;Calibri-Bold;9.0;GEMS
443;monHTML.html;Calibri-Bold;9.0;GEMS
444;monHTML.html;Calibri-Bold;9.0;AI&Data
445;monHTML.html;Calibri-Bold;9.0;AI&Data
446;monHTML.html;Calibri-Bold;9.0;AI&Data
447;monHTML.html;Calibri-Bold;12.0;CERTIFICATIONS
448;monHTML.html;Calibri-Bold;9.0;2020
449;monHTML.html;Calibri;9.0;Certification MOOC (en cours)
450;monHTML.html;Calibri;9.0;–
451;monHTML.html;Calibri;9.0;Udemy (
452;monHTML.html;Calibri-Italic;9.0;Kubernetes from scratch 2019
453;monHTML.html;Calibri;9.0;)
454;monHTML.html;Calibri-Bold;9.0;2019
455;monHTML.html;Calibri;9.0;Certification MOOC
456;monHTML.html;Calibri;9.0;–
457;monHTML.html;Calibri;9.0;AWS/Coursera
458;monHTML.html;Calibri-Italic;9.0;(Architecture AWS)
459;monHTML.html;Calibri-Bold;9.0;2018
460;monHTML.html;Calibri;9.0;Auditeur libre
461;monHTML.html;Calibri;9.0;–
462;monHTML.html;Calibri;9.0;Coursera
463;monHTML.html;Calibri-Italic;9.0;(Spécialisation en 5 cours DeepLearning by Andrew NG)
464;monHTML.html;Calibri-Bold;9.0;2017
465;monHTML.html;Calibri;9.0;Certification MOOC - ESSEC/Coursera
466;monHTML.html;Calibri-Italic;9.0;(Conduite du changement)
467;monHTML.html;Calibri-Bold;9.0;2016
468;monHTML.html;Calibri;9.0;Certification MOOC - Berkeley Xseries
469;monHTML.html;Calibri-Italic;9.0;(Data science and engineering with Spark)
470;monHTML.html;Calibri-Bold;9.0;2015
471;monHTML.html;Calibri;9.0;Certification MOOC - Tel. Paris Tech / France Université numérique
472;monHTML.html;Calibri-Italic;9.0;(Fondamentaux BigData)
473;monHTML.html;Calibri-Bold;9.0;2015
474;monHTML.html;Calibri;9.0;Certification MOOC - MIT/Coursera
475;monHTML.html;Calibri-Italic;9.0;(Analytic Edge)
476;monHTML.html;Calibri-Bold;9.0;2015
477;monHTML.html;Calibri;9.0;Certification MOOC - Berkeley/EDX
478;monHTML.html;Calibri-Italic;9.0;(Fondamentaux du BigData avec Spark )
479;monHTML.html;Calibri-Bold;9.0;2015
480;monHTML.html;Calibri;9.0;Certification MOOC - Berkeley/EDX
481;monHTML.html;Calibri-Italic;9.0;(Machine learning avec Spark)
482;monHTML.html;Calibri-Bold;9.0;2014
483;monHTML.html;Calibri;9.0;Certification MOOC - Standford/Coursera
484;monHTML.html;Calibri-Italic;9.0;(Machine Learning by Andrew NG )
485;monHTML.html;Calibri;9.0;CV détaillé
486;monHTML.html;Calibri;9.0;Page
487;monHTML.html;Calibri-Bold;9.0;5
488;monHTML.html;Calibri;9.0;sur
489;monHTML.html;Calibri-Bold;9.0;5
